,pregunta,opciones,respuesta,argumento,referencia
66,"A company wants to implement threat detection on its AWS infrastructure. However, the company does not want to deploy additional software. Which AWS service should the company use to meet these requirements?","A. Amazon VPC. 
B. Amazon EC2. 
C. Amazon GuardDuty. 
D. AWS Direct Connect",Amazon GuardDuty,Amazon GuardDuty is a threat detection service that continuously monitors your AWS accounts and workloads for malicious activity and delivers detailed security findings for visibility and remediation.,https://aws.amazon.com/guardduty/
67,Which AWS service uses edge locations?,"A. Amazon Aurora. 
B. AWS Global Accelerator. 
C. Amazon Connect. 
D. AWS Outposts",AWS Global Accelerator.,AWS Global Accelerator and Amazon CloudFront are separate services that use the AWS global network and its edge locations around the world. CloudFront improves performance for both cacheable content (such as images and videos) and dynamic content (such as API acceleration and dynamic site delivery). Global Accelerator improves performance for a wide range of applications over TCP or UDP by proxying packets at the edge to applications running in one or more AWS Regions.,https://docs.aws.amazon.com/global-accelerator/latest/dg/introduction-how-it-works.html
68,A company needs to install an application in a Docker container. Which AWS service eliminates the need to provision and manage the container hosts?,"A. AWS Fargate. 
B. Amazon FSx for Windows File Server. 
C. Amazon Elastic Container Service (Amazon ECS). 
D. Amazon EC2",Amazon Elastic Container Service (Amazon ECS),"Amazon ECS eliminates the need for you to install and operate your own container orchestration software, manage and scale a cluster of virtual machines (VMs), or schedule containers on those VMs.",https://docs.aws.amazon.com/whitepapers/latest/aws-overview/containers.html#:~:text=Amazon%20ECS%20eliminates%20the%20need%20for%20you%20to%20install%20and%20operate%20your%20own%20container%20orchestration%20software%2C%20manage%20and%20scale%20a%20cluster%20of%20virtual%20machines%20(VMs)%2C%20or%20schedule%20containers%20on%20those%20VMs.
69,Which AWS service or feature checks access policies and offers actionable recommendations to help users set secure and functional policies?,"A. AWS Systems Manager. 
B. AWS IAM Access Analyzer. 
C. AWS Trusted Advisor. 
D. Amazon GuardDuty",AWS IAM Access Analyzer,Validate the policies you create to ensure that they adhere to the IAM policy language (JSON) and IAM best practices. You can validate your policies by using IAM Access Analyzer policy validation. IAM Access Analyzer provides more than 100 policy checks and actionable recommendations to help you author secure and functional policies.,https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html
70,"A company has a fleet of cargo ships. The cargo ships have sensors that collect data at sea, where there is intermittent or no internet connectivity. The company needs to collect, format, and process the data at sea and move the data to AWS later. Which AWS service should the company use to meet these requirements?","A. AWS IoT Core. 
B. Amazon Lightsail. 
C. AWS Storage Gateway. 
D. AWS Snowball Edge",AWS Storage Gateway,"AWS Storage Gateway is a set of hybrid cloud storage services that provide on-premises access to virtually unlimited cloud storage. it indicate that the ships have intermitent internet connection so the storage gw match for the purpose, the snowball will be if it has not internet connection.",https://www.examtopics.com/exams/amazon/aws-certified-cloud-practitioner/view/8/
71,A retail company needs to build a highly available architecture for a new ecommerce platform. The company is using only AWS services that replicate data across multiple Availability Zones. Which AWS services should the company use to meet this requirement? (Choose two.),"A. Amazon EC2. 
B. Amazon Elastic Block Store (Amazon EBS). 
C. Amazon Aurora. 
D. Amazon DynamoDB. 
E. Amazon Redshift","A. Amazon EC2. 
B. Amazon Elastic Block Store (Amazon EBS)","Amazon EBS volumes are designed to be highly available, reliable, and durable. At no additional charge to you, Amazon EBS volume data is replicated across multiple servers in an Availability Zone to prevent the loss of data from the failure of any single component.",https://aws.amazon.com/ebs/faqs/?nc1=h_ls
72,Which characteristic of the AWS Cloud helps users eliminate underutilized CPU capacity?,"A. Agility. 
B. Elasticity. 
C. Reliability. 
D. Durability",Elasticity.,"AWS provides an elastic infrastructure that allows users to easily scale their computing resources up or down as needed, without having to worry about the underlying infrastructure. With AWS, users can provision resources to match their current needs and scale automatically to meet their future demands. This allows users to eliminate underutilized CPU capacity and optimize their resources for cost and performance.",https://www.examtopics.com/exams/amazon/aws-certified-cloud-practitioner/view/8/
73,Service control policies (SCPs) manage permissions for which of the following?,"A. Availability Zones. 
B. AWS Regions. 
C. AWS Organizations. 
D. Edge locations",AWS Organizations.,An AWS Service Control Policy (SCP) is a set of rules you can create to control access to your AWS resources within the AWS accounts in your AWS Organization.,https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_scps.html
74,Which AWS service can be used to encrypt data at rest?,"A. Amazon GuardDuty. 
B. AWS Shield. 
C. AWS Security Hub. 
D. AWS Key Management Service (AWS KMS)",AWS Key Management Service (AWS KMS),"AWS Key Management Service (KMS) is a fully managed service that allows you to create and manage encryption keys to protect your data. It provides a secure and centralized location for generating and controlling the encryption keys used to encrypt and decrypt your data. With AWS KMS, you can encrypt your data at rest by using AWS managed keys or by creating and importing your own keys. You can integrate KMS with various AWS services, such as Amazon S3, Amazon EBS, Amazon RDS, and others, to enable automatic encryption of data at rest.",https://aws.amazon.com/blogs/security/how-to-protect-data-at-rest-with-amazon-ec2-instance-store-encryption/
75,Which characteristics are advantages of using the AWS Cloud? (Choose two.),"A. A 100% service level agreement (SLA) for all AWS services. 
B. Compute capacity that is adjusted on demand. 
C. Availability of AWS Support for code development. 
D. Enhanced security. 
E. Increases in cost and complexity","B. Compute capacity that is adjusted on demand. 
D. Enhanced security.","Compute capacity that is adjusted on demand: One of the key benefits of the AWS Cloud is its elasticity, allowing users to scale their compute resources up or down based on demand. This flexibility enables users to optimize resource allocation and only pay for the resources they actually need. Enhanced security: AWS provides a secure infrastructure and offers a wide range of security services and features to help users protect their data and applications. These include encryption options, identity and access management controls, network security, monitoring tools, and compliance certifications. AWS follows security best practices and offers a shared responsibility model, where both AWS and the customer have responsibilities for security.",https://intellipaat.com/blog/aws-benefits-and-drawbacks/
76,A user is storing objects in Amazon S3. The user needs to restrict access to the objects to meet compliance obligations. What should the user do to meet this requirement?,"A. Use AWS Secrets Manager. 
B. Tag the objects in the S3 bucket. 
C. Use security groups. 
D. Use network ACLs.",Use network ACLs.,"To restrict access to objects stored in Amazon S3, the user should use Access Control Lists (ACLs) or Bucket Policies. Access Control Lists (ACLs) enable you to manage access to individual objects in an S3 bucket.",https://repost.aws/knowledge-center/secure-s3-resources
77,"A company wants to convert video files and audio files from their source format into a format that will play on smartphones, tablets, and web browsers. Which AWS service will meet these requirements?","A. Amazon Elastic Transcoder. 
B. Amazon Comprehend. 
C. AWS Glue. 
D. Amazon Rekognition",Amazon Elastic Transcoder.,"Amazon Elastic Transcoder is media transcoding in the cloud. It is designed to be a highly scalable, easy to use and a cost effective way for developers and businesses to convert (or “transcode”) media files from their source format into versions that will playback on devices like smartphones, tablets and PCs.","https://aws.amazon.com/elastictranscoder/#:~:text=Amazon%20Elastic%20Transcoder%20is,smartphones%2C%20tablets%20and%20PCs."
78,"https://aws.amazon.com/elastictranscoder/#:~:text=Amazon%20Elastic%20Transcoder%20is,smartphones%2C%20tablets%20and%20PCs.","A. Improved health and availability of applications. 
B. Reduced network latency. 
C. Optimized performance and costs. 
D. Automated snapshots of data. 
E. Cross-Region Replication","A. Improved health and availability of applications. 
C. Optimized performance and costs.","Improved health and availability of applications: Amazon EC2 Auto Scaling helps ensure the health and availability of applications by automatically adjusting the number of EC2 instances based on demand. It scales the instances up or down based on predefined scaling policies, helping to maintain optimal performance and availability. Optimized performance and costs: With Amazon EC2 Auto Scaling, you can set scaling policies to dynamically adjust the number of EC2 instances based on metrics such as CPU utilization, network traffic, or other custom metrics. This allows you to optimize your application´s performance by scaling resources up during high-demand periods and scaling down during low-demand periods, helping to minimize costs.",https://docs.aws.amazon.com/autoscaling/ec2/userguide/auto-scaling-benefits.html
79,"A company has several departments. Each department has its own AWS accounts for its applications. The company wants all AWS costs on a single invoice to simplify payment, but the company wants to know the costs that each department is incurring. Which AWS tool or feature will provide this functionality?","A. AWS Cost and Usage Reports. 
B. Consolidated billing. 
C. Savings Plans. 
D. AWS Budgets",Consolidated billing,"Consolidated billing enables the company to consolidate payment for multiple AWS accounts or multiple departments into a single payment, making it easier to track and pay AWS costs. However, each AWS account remains separate, and each department can view its own usage and cost data",https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/consolidated-billing.html
80,A company runs its workloads on premises. The company wants to forecast the cost of running a large application on AWS. Which AWS service or tool can the company use to obtain this information?,"A. AWS Pricing Calculator. 
B. AWS Budgets. 
C. AWS Trusted Advisor. 
D. Cost Explorer",Cost Explorer,"You create a forecast by selecting a future time range for your report. For more information, see Choosing time ranges for the data that you want to view. The following section discusses the accuracy of the forecasts created by Cost Explorer and how to read them.",https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/ce-forecast.html
81,A company wants to eliminate the need to guess infrastructure capacity before deployments. The company also wants to spend its budget on cloud resources only as the company uses the resources. Which advantage of the AWS Cloud matches the company´s requirements?,"A. Reliability. 
B. Global reach. 
C. Economies of scale. 
D. Pay-as-you-go pricing",Pay-as-you-go pricing,"Pay-as-you-go pricing allows the company to only pay for the resources they use, without having to guess how much infrastructure capacity they will need in advance. This means that the company can use cloud resources as needed and can scale up or down depending on demand, without having to worry about overprovisioning or underprovisionin",https://docs.aws.amazon.com/whitepapers/latest/aws-overview/six-advantages-of-cloud-computing.html
82,"Which AWS service supports a hybrid architecture that gives users the ability to extend AWS infrastructure, AWS services, APIs, and tools to data centers, co- location environments, or on-premises facilities?","A. AWS Snowmobile. 
B. AWS Local Zones. 
C. AWS Outposts. 
D. AWS Fargate",AWS Outposts.,"AWS Outposts is a family of fully managed solutions delivering AWS infrastructure and services to virtually any on-premises or edge location for a truly consistent hybrid experience. Outposts solutions allow you to extend and run native AWS services on premises, and is available in a variety of form factors, from 1U and 2U Outposts servers to 42U Outposts racks, and multiple rack deployments.","https://aws.amazon.com/about-aws/global-infrastructure/localzones/, https://aws.amazon.com/outposts/"
83,A company has a physical tape library to store data backups. The tape library is running out of space. The company needs to extend the tape library´s capacity to the AWS Cloud. Which AWS service should the company use to meet this requirement?,"A. Amazon Elastic Block Store (Amazon EBS). 
B. Amazon S3. 
C. Amazon Elastic File System (Amazon EFS). 
D. AWS Storage Gateway",AWS Storage Gateway,AWS Storage Gateway is a set of hybrid cloud storage services that provide on-premises access to virtually unlimited cloud storage.,https://aws.amazon.com/storagegateway/
84,"An online retail company has seasonal sales spikes several times a year, primarily around holidays. Demand is lower at other times. The company finds it difficult to predict the increasing infrastructure demand for each season. Which advantages of moving to the AWS Cloud would MOST benefit the company? (Choose two.)","A. Global footprint. Elasticity. 
B. AWS service quotas. 
C. AWS shared responsibility model. 
D. Pay-as-you-go pricing",Elasticity. Pay-as-you-go pricing.,"Elasticity allows the company to scale its infrastructure up or down as demand fluctuates. This is important for a company that experiences seasonal sales spikes, as they can easily increase their capacity during busy periods and then decrease it when demand is lower. Pay-as-you-go pricing means that the company only pays for the resources they use. This is beneficial for a company that experiences unpredictable demand, as they only have to pay for the resources they actually need.",https://docs.aws.amazon.com/whitepapers/latest/aws-overview/six-advantages-of-cloud-computing.html
85,Which AWS service can be used to turn text into lifelike speech?,"A. Amazon Polly. 
B. Amazon Kendra. 
C. Amazon Rekognition. 
D. Amazon Connect",Amazon Polly.,"Amazon Polly is a service that can be used to turn text into lifelike speech. Amazon Polly uses advanced deep learning technologies to synthesize speech that sounds natural and lifelike, allowing users to convert written content into spoken language.","https://aws.amazon.com/polly/#:~:text=Amazon%20Polly%20is%20a%20service,synthesize%20natural%20sounding%20human%20speech"
86,Which AWS service or tool can be used to capture information about inbound and outbound traffic in an Amazon VPC?,"A. VPC Flow Logs. 
B. Amazon Inspector. 
C. VPC endpoint services. 
D. NAT gateway",VPC Flow Logs,"VPC Flow Logs is a feature that enables you to capture information about the IP traffic going to and from network interfaces in your VPC. Flow log data can be published to the following locations: Amazon CloudWatch Logs, Amazon S3, or Amazon Kinesis Data Firehose. After you create a flow log, you can retrieve and view the flow log records in the log group, bucket, or delivery stream that you configured",https://docs.aws.amazon.com/vpc/latest/userguide/flow-logs.html
87,A company wants to ensure that two Amazon EC2 instances are in separate data centers with minimal communication latency between the data centers. How can the company meet this requirement?,"A. Place the EC2 instances in two separate AWS Regions connected with a VPC peering connection. 
B. Place the EC2 instances in two separate Availability Zones within the same AWS Region. 
C. Place one EC2 instance on premises and the other in an AWS Region. Then connect them by using an AWS VPN connection. 
D. Place both EC2 instances in a placement group for dedicated bandwidth.",Place the EC2 instances in two separate Availability Zones within the same AWS Region.,in the same AvZone the latency will be lower. Actually the placement group will be a choice but it did not give the option to differenciate the datacenter between the EC2 instance.,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/placement-groups.html
88,In which situations should a company create an IAM user instead of an IAM role? (Choose two.),"A. When an application that runs on Amazon EC2 instances requires access to other AWS services. 
B. When the company creates AWS access credentials for individuals. 
C. When the company creates an application that runs on a mobile phone that makes requests to AWS. 
D. When the company needs to add users to IAM groups. 
E. When users are authenticated in the corporate network and want to be able to use AWS without having to sign in a second time","B. When the company creates AWS access credentials for individuals. 
D. When the company needs to add users to IAM groups.","IAM users are designed for individuals who need to access AWS resources. They have long-term credentials that can be used to sign in to the AWS Management Console or to make requests to AWS services programmatically. IAM users can be configured to use single sign-on (SSO) with an identity provider (IdP), such as Active Directory or Okta. This allows users to sign in to the corporate network once, and then they will be automatically authenticated to AWS without having to enter their credentials again.",https://docs.aws.amazon.com/IAM/latest/UserGuide/id.html
89,Which AWS services should a company use to read and write data that changes frequently? (Choose two.),"A. Amazon S3 Glacier. 
B. Amazon RDS. AWS Snowball. 
C. Amazon Redshift. 
D. Amazon Elastic File System (Amazon EFS)",Amazon RDS. Amazon Redshift.,"Amazon DynamoDB is a fully managed NoSQL database service that is designed for high scale and performance. DynamoDB allows you to store and retrieve data with very low latency, making it well-suited for applications that require fast access to data. Amazon Redshift is a fast, fully managed data warehouse service that allows you to efficiently analyze large amounts of data using SQL and your existing business intelligence tools. Redshift is designed to handle data that changes frequently and can be used to store and analyze data in near real-time.",https://aws.amazon.com/solutions/case-studies/nasdaq-case-study/?pg=ln&sec=c
90,Which AWS service is used to provide encryption for Amazon EBS?,"A. AWS Certificate Manager. 
B. AWS Systems Manager. 
C. AWS KMS. 
D. AWS Config",AWS KMS,"AWS Key Management Service (KMS) makes it easy for you to create and manage cryptographic keys and control their use across a wide range of AWS services and in your applications. AWS KMS is a secure and resilient service that uses hardware security modules that have been validated under FIPS 140-2, or are in the process of being validated, to protect your keys. AWS KMS is integrated with AWS CloudTrail to provide you with logs of all key usage to help meet your regulatory and compliance needs.",https://aws.amazon.com/kms/?nc1=h_ls
91,Which AWS services make use of global edge locations? (Choose two.),"A. AWS Fargate. 
B. Amazon CloudFront. 
C. AWS Global Accelerator. 
D. AWS Wavelength. 
E. Amazon VPC","B. Amazon CloudFront. 
C. AWS Global Accelerator","Amazon CloudFront: Amazon CloudFront is a content delivery network (CDN) service that uses a global network of edge locations to deliver content to users with low latency and high transfer speeds. The edge locations cache content and serve it from the location closest to the end users, improving performance and reducing the load on the origin server. AWS Global Accelerator: AWS Global Accelerator is a networking service that utilizes the AWS global network infrastructure to improve the availability and performance of applications. It uses a network of global edge locations to route user traffic to the nearest edge location, reducing latency and improving the responsiveness of applications.",https://aws.amazon.com/cloudfront/features/?p=ugi&l=na&whats-new-cloudfront.sort-by=item.additionalFields.postDateTime&whats-new-cloudfront.sort-order=desc
92,"A company is operating several factories where it builds products. The company needs the ability to process data, store data, and run applications with local system interdependencies that require low latency. Which AWS service should the company use to meet these requirements?","A. AWS IoT Greengrass. 
B. AWS Lambda. 
C. AWS Outposts. 
D. AWS Snowball Edge",AWS Outposts.,"By providing local access to AWS managed infrastructure, AWS Outposts enables customers to build and run applications on premises using the same programming interfaces as in AWS Regions, while using local compute and storage resources for lower latency and local data processing needs.",https://docs.aws.amazon.com/efs/latest/ug/how-it-works.html
93,Which of the following is a recommended design principle for AWS Cloud architecture?,"A. Design tightly coupled components. 
B. Build a single application component that can handle all the application functionality. 
C. Make large changes on fewer iterations to reduce chances of failure. 
D. Avoid monolithic architecture by segmenting workloads.",Avoid monolithic architecture by segmenting workloads.,"The recommended design principle for AWS Cloud architecture is to avoid monolithic architecture by segmenting workloads. Therefore, the correct answer is D. By segmenting workloads, you can isolate different parts of your application and make them more modular, which can lead to greater flexibility, scalability, and fault tolerance. It also allows you to use different technologies and tools for different parts of the application, which can make it easier to optimize each part for its specific requirements.",https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_service_architecture_monolith_soa_microservice.html
94,Which of the following acts as an instance-level firewall to control inbound and outbound access?,"A. Network access control list. 
B. Security groups. 
C. AWS Trusted Advisor. 
D. Virtual private gateways",Security groups.,"Security groups in AWS act as an instance-level firewall to control inbound and outbound access to Amazon EC2 instances. They operate at the instance level and are associated with a specific instance or group of instances. Security groups allow you to define rules that specify the allowed inbound and outbound traffic based on protocols, ports, and IP addresses. They provide a stateful firewall, meaning that they track the state of a connection and automatically allow the return traffic for established connections.",https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html
95,"A company is designing its AWS workloads so that components can be updated regularly and so that changes can be made in small, reversible increments. Which pillar of the AWS Well-Architected Framework does this design support?","A. Security. 
B. Performance efficiency. 
C. Operational excellence. 
D. Reliability",Operational excellence.,"There are five design principles for operational excellence in the cloud: Perform operations as code Make frequent, small, reversible changes Refine operations procedures frequently Anticipate failure Learn from all operational failures",https://docs.aws.amazon.com/wellarchitected/latest/framework/oe-design-principles.html
96,A company has a workload that will run continuously for 1 year. The workload cannot tolerate service interruptions. Which Amazon EC2 purchasing option will be MOST cost-effective?,"A. All Upfront Reserved Instances. 
B. Partial Upfront Reserved Instances. 
C. Dedicated Instances. 
D. On-Demand Instances",All Upfront Reserved Instances.,"With the All Upfront option, you pay for the entire Reserved Instance term with one upfront payment. This option provides you with the largest discount compared to On-Demand Instance pricing.",https://aws.amazon.com/ec2/pricing/reserved-instances/pricing/
97,Which AWS service helps protect against DDoS attacks?,"A. AWS Shield. 
B. Amazon Inspector. 
C. Amazon GuardDuty. 
D. Amazon Detective",AWS Shield.,"AWS Shield is an AWS service that helps protect against Distributed Denial of Service (DDoS) attacks. It provides protection for AWS resources such as Amazon EC2 instances, Elastic Load Balancers, and Amazon CloudFront distributions. AWS Shield offers both Standard and Advanced tiers.","https://www.examtopics.com/exams/amazon/aws-certified-cloud-practitioner/view/10/, Question #98"
98,"Using AWS Config to record, audit, and evaluate changes to AWS resources to enable traceability is an example of which AWS Well-Architected Framework pillar?","A. Security. 
B. Operational excellence. 
C. Performance efficiency. 
D. Cost optimization",Security.,"Enable traceability: Monitor, alert, and audit actions and changes to your environment in real time. Integrate log and metric collection with systems to automatically investigate and take action.",https://d1.awsstatic.com/whitepapers/architecture/AWS_Well-Architected_Framework.pdf 
99,Which AWS tool or feature acts as a VPC firewall at the subnet level?,"A. Security group. 
B. Network ACL. 
C. Traffic Mirroring. 
D. Internet gateway",Network ACL.,"A Network ACL is a feature of Amazon Virtual Private Cloud (VPC) that acts as a firewall at the subnet level. It is an optional layer of security that controls inbound and outbound traffic at the subnet level. A Network ACL operates at the protocol and port level and uses numbered rules to allow or deny traffic. By default, a Network ACL allows all inbound and outbound traffic.",https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html
100,Which AWS service can be used to decouple applications?,"A. AWS Config. 
B. Amazon Simple Queue Service (Amazon SQS). 
C. AWS Batch. 
D. Amazon Simple Email Service (Amazon SES)",Amazon Simple Queue Service (Amazon SQS).,"Amazon Simple Queue Service (Amazon SQS) is a fully managed message queuing service that makes it easy to decouple and scale microservices, distributed systems, and serverless applications. Amazon SQS moves data between distributed application components and helps you decouple these components.",https://docs.aws.amazon.com/sqs/?id=docs_gateway
101,Which disaster recovery option is the LEAST expensive?,"A. Warm standby. 
B. Multisite. 
C. Backup and restore. 
D. Pilot light",Backup and restore.,"Among the provided options, backup and restore is generally the least expensive disaster recovery option. It involves periodically backing up data and applications to a separate location or storage, and in the event of a disaster, restoring the backups to resume operations. This approach typically requires fewer resources and infrastructure compared to other options.",https://docs.aws.amazon.com/whitepapers/latest/disaster-recovery-workloads-on-aws/disaster-recovery-options-in-the-cloud.html
102,Which type of AWS storage is ephemeral and is deleted when an Amazon EC2 instance is stopped or terminated?,"A. Amazon Elastic Block Store (Amazon EBS). 
B. Amazon EC2 instance store. 
C. Amazon Elastic File System (Amazon EFS). 
D. Amazon S3",Amazon EC2 instance store,"When you stop or terminate an instance, every block of storage in the instance store is reset. Therefore, your data cannot be accessed through the instance store of another instance.",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/InstanceStorage.html
103,Which of the following is a characteristic of the AWS account root user?,"A. The root user is the only user that can be configured with multi-factor authentication (MFA). 
B. The root user is the only user that can access the AWS Management Console. 
C. The root user is the first sign-in identity that is available when an AWS account is created. 
D. The root user has a password that cannot be changed.",The root user is the first sign-in identity that is available when an AWS account is created.,"When an AWS account is created, the root user is automatically created as the first sign-in identity for that account. The root user has full administrative access to all resources and services within the AWS account. However, it is considered a security best practice to not use the root user for everyday tasks and to create additional IAM (Identity and Access Management) users with appropriate permissions.",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_root-user.html
104,"A company hosts an application on an Amazon EC2 instance. The EC2 instance needs to access several AWS resources, including Amazon S3 and Amazon DynamoDB. What is the MOST operationally efficient solution to delegate permissions?","A. Create an IAM role with the required permissions. Attach the role to the EC2 instance. 
B. Create an IAM user and use its access key and secret access key in the application. 
C. Create an IAM user and use its access key and secret access key to create a CLI profile in the EC2 instance.
D. Create an IAM role with the required permissions. Attach the role to the administrative IAM user.",Create an IAM role with the required permissions. Attach the role to the administrative IAM user.,"When an EC2 instance needs to access AWS resources such as Amazon S3 and Amazon DynamoDB, it is recommended to use IAM roles. IAM roles are a secure way to grant temporary access to AWS services without the need to manage long-term credentials like access keys and secret access keys. By creating an IAM role with the necessary permissions and attaching it to the EC2 instance, the EC2 instance can assume the role and access the required AWS resources. This approach eliminates the need for managing access keys within the EC2 instance and provides a more secure and scalable solution.",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_use_switch-role-ec2.html
105,Which of the following is a component of the AWS Global Infrastructure?,"A. Amazon Alexa. 
B. AWS Regions. 
C. Amazon Lightsail. 
D. AWS Organizations",AWS Regions.,"AWS Regions are a component of the AWS Global Infrastructure. AWS Regions are geographic locations around the world where AWS resources and services are available. Each AWS Region is isolated and independent, consisting of multiple Availability Zones. The AWS Global Infrastructure is the collective term for the network of AWS Regions and Availability Zones spread across different geographic locations.",https://aws.amazon.com/about-aws/global-infrastructure/
106,What is the purpose of having an internet gateway within a VPC?,"A. To create a VPN connection to the VPC. 
B. To allow communication between the VPC and the internet. 
C. To impose bandwidth constraints on internet traffic. 
D. To load balance traffic from the internet across Amazon EC2 instances",To allow communication between the VPC and the internet,"An internet gateway is a horizontally scaled, redundant, and highly available VPC component that allows communication between your VPC and the internet.",https://docs.aws.amazon.com/vpc/latest/userguide/VPC_Internet_Gateway.html
107,Which AWS service allows users to download security and compliance reports about the AWS infrastructure on demand?,"A. Amazon GuardDuty. 
B. AWS Security Hub. 
C. AWS Artifact. 
D. AWS Shield",AWS Artifact,"AWS Artifact is your go-to, central resource for compliance-related information that matters to you. It provides on-demand access to security and compliance reports from AWS and ISVs who sell their products on AWS Marketplace.",https://aws.amazon.com/artifact/
108,A pharmaceutical company operates its infrastructure in a single AWS Region. The company has thousands of VPCs in a various AWS accounts that it wants to interconnect. Which AWS service or feature should the company use to help simplify management and reduce operational costs?,"A. VPC endpoint.
B. AWS Direct Connect.
C. AWS Transit Gateway.
D. VPC peering",VPC peering,"VPC peering is point-to-point connectivity, and it does not support transitive routing. For example, if you have a VPC peering connection between VPC A and VPC B and between VPC A and VPC C, an instance in VPC B cannot transit through VPC A to reach VPC C. To route packets between VPC B and VPC C, you are required to create a direct VPC peering connection. At scale, when you have 10’s-100’s of VPCs, interconnecting them with peering results in a mesh of 100’s-1000’s of peering connections, which are difficult to manage and scale. There is a maximum limit of 125 peering connections per VPC.",https://d1.awsstatic.com/whitepapers/building-a-scalable-and-secure-multi-vpc-aws-network-infrastructure.pdf
109,"A company is planning an infrastructure deployment to the AWS Cloud. Before the deployment, the company wants a cost estimate for running the infrastructure. Which AWS service or feature can provide this information?","A. Cost Explorer. 
B. AWS Trusted Advisor. 
C. AWS Cost and Usage Report. 
D. AWS Pricing Calculator",AWS Pricing Calculator,"AWS Pricing Calculator is the AWS service or feature that can provide a cost estimate for running infrastructure before deployment. The AWS Pricing Calculator allows users to estimate the costs of using various AWS services based on their anticipated usage. It provides a web-based interface where users can select the desired AWS services, configure the specifications and quantities of resources needed, and define usage patterns. By inputting the details of the infrastructure deployment, such as the types and sizes of EC2 instances, storage volumes, networking resources, and other AWS services, the AWS Pricing Calculator can generate an estimated monthly cost for running the infrastructure in the AWS Cloud. This cost estimate can help the company plan its budget, evaluate different deployment options, and make informed decisions about the infrastructure design.",https://aws.amazon.com/it/premiumsupport/knowledge-center/estimating-aws-resource-costs/
110,Which AWS service of tool helps to centrally manage billing and allow controlled access to resources across AWS accounts?,"A. AWS Identity and Access Management (IAM)
B. AWS Organizations
C. Cost Explorer
D. AWS Budgets",B. AWS Organizations,"AWS Organizations is the AWS service that helps centrally manage billing and allows controlled access to resources across multiple AWS accounts. AWS Organizations provides a way to centrally manage and govern multiple AWS accounts within an organization. It enables you to create and manage groups of accounts, called organizational units (OUs), to align with your company´s structure. With AWS Organizations, you can apply policies across those accounts, control access to resources, and consolidate billing.",https://docs.aws.amazon.com/controltower/latest/userguide/organizations.html
111,Which of the following are Amazon Virtual Private Cloud (Amazon VPC) resources?,"A. Objects; access control lists (ACLs)
B. Subnets; internet gateways
C. Access policies; buckets
D. Groups; roles",B. Subnets; internet gateways,"Subnets are one of the key resources in Amazon VPC. They are subdivisions of IP address ranges within a VPC and provide a way to segment and isolate resources within your virtual network. Internet gateways are another important resource in Amazon VPC. They serve as the entry and exit points for traffic between your VPC and the internet. They enable communication between your VPC resources and external networks, such as the public internet.",https://docs.aws.amazon.com/vpc/latest/userguide/what-is-amazon-vpc.html
112,A company needs to identify the last time that a specific user accessed the AWS Management Console. Which AWS service will provide this information?,"A. Amazon Cognito
B. AWS CloudTrail
C. Amazon Inspector
D. Amazon GuardDuty",B. AWS CloudTrail,"AWS CloudTrail is a service that enables you to monitor and log user activity and API usage within your AWS account. It records actions taken by users, including console sign-in events, API calls, and management events, and stores them in a log file. This log file can be analyzed to gain visibility into user activity and track actions taken in the AWS Management Console. By examining the CloudTrail logs, you can identify the last time a specific user accessed the AWS Management Console. The logs will provide information about console sign-in events, including the user, timestamp, and source IP address.",https://www.examtopics.com/exams/amazon/aws-certified-cloud-practitioner/view/12/
113,A company launched an Amazon EC2 instance with the latest Amazon Linux 2 Amazon Machine Image (AMI). Which actions can a system administrator take to connect to the EC2 instance? (Choose two.),"A. Use Amazon EC2 Instance Connect.
B. Use a Remote Desktop Protocol (RDP) connection.
C. Use AWS Batch
D. Use AWS Systems Manager Session Manager.
E. Use Amazon Connect","A. Use Amazon EC2 Instance Connect.
D. Use AWS Systems Manager Session Manager.",Amazon EC2 Instance Connect is a secure and easy-to-use method for SSH access to EC2 instances. It allows system administrators to connect to their instances using the AWS Management Console or the AWS CLI without the need for managing SSH key pairs manually. AWS Systems Manager Session Manager provides interactive shell access to EC2 instances directly from the AWS Management Console or the AWS CLI. It does not require opening inbound SSH ports or managing SSH keys.,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/AccessingInstances.html
