Unnamed: 0,pregunta,opciones,respuesta,argumento,referencia
128,Una empresa implementa una política de Amazon EC2 Auto Scaling junto con un balanceador de carga de aplicaciones para recuperar automáticamente aplicaciones en mal estado que se ejecutan en instancias de Amazon EC2. ¿Qué pilar del marco de buena arquitectura de AWS cubre esta acción?,"A. Una garantia.
B. Eficiencia del desempeño.
C. Excelencia operativa.
D. Confiabilidad.",D. Confiabilidad.,"Esto proporciona notificación y seguimiento automáticos de fallas, y procesos de recuperación automatizados que solucionan o reparan la falla. Con una automatización más sofisticada, es posible anticipar y remediar fallas antes de que ocurran.",https://docs.aws.amazon.com/wellarchitected/latest/framework/rel-dp.html
129,¿Qué beneficio de la nube de AWS se refleja en la capacidad de una arquitectura para resistir fallas con un tiempo de inactividad mínimo?,"A. Agilidad.
B. Elasticidad.
C. Escalabilidad.
D. Alta disponibilidad.",D. Alta disponibilidad.,"Al crear una arquitectura de alta disponibilidad, las organizaciones pueden minimizar o eliminar el impacto de las fallas en sus aplicaciones y servicios. Esto se logra mediante estrategias como la redundancia, la tolerancia a fallas y la conmutación por error automática. Cuando ocurren fallas, la arquitectura está diseñada para recuperarse de manera rápida y sin problemas y continuar brindando servicios a los usuarios, minimizando o evitando así cualquier tiempo de inactividad.",https://aws.amazon.com/marketplace/solutions/infrastructure-software/high-availability
130,"Bajo el modelo de responsabilidad compartida de AWS, ¿qué tarea es responsabilidad del cliente al administrar las funciones de AWS Lambda?","A. Crear versiones de funciones Lambda.
B. Mantenimiento del servidor y los sistemas operativos.
C. Escalar los recursos Lambda según la demanda.
D. Actualización del entorno de ejecución de Lambda.",A. Crear versiones de funciones Lambda.,"Al crear versiones o alias, el cliente puede tener control sobre las diferentes iteraciones de sus funciones Lambda y gestionar la implementación y prueba de nuevas versiones de código sin afectar el entorno de producción. Esto permite un mejor control y gestión del ciclo de vida de la función.",https://docs.aws.amazon.com/lambda/latest/dg/lambda-concurrency.html
131,¿Qué proporciona el equipo de soporte de AWS Concierge?,"A. Un experto técnico dedicado al usuario.
B. Un punto de contacto principal para facturación de AWS y soporte de AWS.
C. Un socio que ayude a brindar orientación sobre la ampliación para el lanzamiento de un evento.
D. Un miembro del personal de AWS dedicado que revisa la arquitectura de la aplicación del usuario.",B. Un punto de contacto principal para facturación de AWS y soporte de AWS.,"Su Concierge de Amazon Web Services es un agente senior de servicio al cliente que se asigna a su cuenta cuando se suscribe a un plan Enterprise o Reseller Support calificado. Este agente de Concierge es su principal punto de contacto para consultas de facturación o cuentas; Cuando no sepa a quién llamar, ellos encontrarán a las personas adecuadas para ayudarlo. En la mayoría de los casos, el Concierge de Amazon Web Services está disponible durante el horario comercial habitual en la geografía de su sede. La mejor manera de contactar al Concierge de Amazon Web Services es a través del Centro de soporte de Amazon Web Services.",https://aws.amazon.com/premiumsupport/plans/enterprise/
132,"Una empresa necesita generar informes que puedan desglosar los costos de la nube por producto, por etiquetas definidas por la empresa y por hora, día y mes. ¿Qué herramienta de AWS debería utilizar la empresa para cumplir con estos requisitos?","A. Informes de cobertura y utilización de instancias reservadas.
B. Informes de utilización de Planes de Ahorro.
C. Informes de AWS Budgets.
D. AWS Cost and Usage Reports.",D. AWS Cost and Usage Reports.,"Los AWS Cost and Usage Reports (AWS CUR) contienen el conjunto de datos de costos y uso más completo disponible. Puede utilizar los informes de uso y costos para publicar sus informes de facturación de AWS en un depósito de Amazon Simple Storage Service (Amazon S3) de su propiedad. Puede recibir informes que desglosan sus costos por hora, día o mes, por producto o recurso de producto, o por etiquetas que usted mismo defina. AWS actualiza el informe en su depósito una vez al día en formato de valores separados por comas (CSV). Puede ver los informes utilizando software de hoja de cálculo como Microsoft Excel o Apache OpenOffice Calc, o acceder a ellos desde una aplicación utilizando la API de Amazon S3.",https://docs.aws.amazon.com/cur/latest/userguide/what-is-cur.html
133,"Una empresa tiene una aplicación sin servidor que incluye una API de Amazon API Gateway, una función AWS Lambda y una base de datos de Amazon DynamoDB. ¿Qué servicio de AWS puede utilizar la empresa para rastrear las solicitudes de los usuarios a medida que avanzan por los componentes de la aplicación?","A. AWS CloudTrail.
B. Amazon CloudWatch.
C. Amazon Inspector.
D. AWS X-Ray.",D. AWS X-Ray.,"AWS X-Ray proporciona una vista completa de las solicitudes a medida que viajan a través de su aplicación y filtra datos visuales en cargas útiles, funciones, seguimientos, servicios, API y más con movimientos sin código y con poco código.",https://aws.amazon.com/xray/
134,Una empresa necesita configurar un almacén de datos a escala de petabytes en la nube de AWS. ¿Qué servicio de AWS cumplirá con este requisito?,"A. Amazon DynamoDB.
B. Amazon RDS.
C. Desplazamiento al Amazon Redshift.
D. Amazon ElastiCache.",C. Desplazamiento al Amazon Redshift.,"Amazon Redshift es un servicio de almacenamiento de datos totalmente administrado en la nube de AWS. Está diseñado específicamente para manejar cargas de trabajo de análisis de datos a gran escala, incluidos almacenes de datos a escala de petabytes. Con Redshift, la empresa puede almacenar y analizar grandes cantidades de datos de manera eficiente y rentable. Proporciona un rápido rendimiento de consultas, escalabilidad y una fácil integración con otros servicios y herramientas de AWS para análisis de datos e inteligencia empresarial.",https://www.examtopics.com/exams/amazon/aws-certified-cloud-practitioner/view/14/
135,¿Qué servicio de AWS se proporciona siempre sin cargo?,"A. Amazon S3.
B. Gestión de acceso e identidad de AWS (IAM).
C. Balanceadores de carga elásticos.
D. AWS WAF.",B. Gestión de acceso e identidad de AWS (IAM).,"Puede interactuar con IAM a través de la consola de IAM basada en web, la interfaz de línea de comandos de AWS o la API o los SDK de AWS. IAM se ofrece sin cargo adicional.","https://aws.amazon.com/premiumsupport/knowledge-center/iam-intro/#:~:text=You%20can%20interact%20with%20IAM,offered%20at%20no%20additional%20charge."
136,Una empresa necesita diseñar un plan de recuperación ante desastres de AWS para cubrir múltiples áreas geográficas. ¿Qué acción cumplirá con este requisito?,"A. Configure varias cuentas de AWS.
B. Configurar la arquitectura en varias zonas de disponibilidad en una región de AWS.
C. Configurar la arquitectura en varias regiones de AWS.
D. Configurar la arquitectura entre muchas ubicaciones de borde.",C. Configurar la arquitectura en varias regiones de AWS.,"Además de los datos, también debe realizar una copia de seguridad de la configuración y la infraestructura necesarias para volver a implementar su carga de trabajo y cumplir con su objetivo de tiempo de recuperación (RTO). AWS CloudFormation proporciona infraestructura como código (IaC) y le permite definir todos los recursos de AWS en su carga de trabajo para que pueda implementar y volver a implementar de manera confiable en múltiples cuentas de AWS y regiones de AWS.",https://docs.aws.amazon.com/whitepapers/latest/disaster-recovery-workloads-on-aws/disaster-recovery-options-in-the-cloud.html
137,¿Cuál de los siguientes es un beneficio de pasar de un centro de datos local a la nube de AWS?,"A. Las instancias informáticas se pueden iniciar y finalizar según sea necesario para optimizar los costos.
B. Los costos informáticos se pueden ver en la consola de AWS Billing and Cost Management.
C. Los usuarios conservan acceso administrativo completo a sus instancias informáticas.
D. Los usuarios pueden optimizar los costos ejecutando permanentemente suficientes instancias en carga máxima.",A. Las instancias informáticas se pueden iniciar y finalizar según sea necesario para optimizar los costos.,"Uno de los beneficios de pasar de un centro de datos local a la nube de AWS es la capacidad de aprovechar la elasticidad y escalabilidad de la computación en la nube. Con AWS, los usuarios pueden iniciar y finalizar instancias informáticas (como instancias Amazon EC2) según sea necesario según la demanda y los requisitos de carga de trabajo. Esto permite una gestión de costos optimizada, ya que los usuarios solo pagan por los recursos que realmente utilizan y pueden aumentar o reducir para adaptarse a la carga de trabajo. Esta flexibilidad en el aprovisionamiento de recursos es una ventaja clave de la nube de AWS.",https://www.examtopics.com/exams/amazon/aws-certified-cloud-practitioner/view/14/
138,¿De qué manera la nube de AWS ofrece un costo total de propiedad (TCO) más bajo de los recursos informáticos que los centros de datos locales? (Escoge dos.),"A. AWS reemplaza los gastos de capital iniciales con costos de pago por uso.
B. AWS está diseñado para ofrecer alta disponibilidad, lo que elimina el tiempo de inactividad del usuario.
C. AWS elimina la necesidad de personal de TI local.
D. AWS utiliza economías de escala para reducir continuamente los precios.
E. AWS ofrece un modelo de precios único para instancias de Amazon EC2.","A. AWS reemplaza los gastos de capital iniciales con costos de pago por uso.
D. AWS utiliza economías de escala para reducir continuamente los precios.","A. AWS reemplaza los gastos de capital iniciales con costos de pago por uso: con AWS, los usuarios solo pagan por lo que usan, sin necesidad de inversiones iniciales en hardware, instalaciones y mantenimiento. Este modelo de pago por uso puede generar importantes ahorros de costos, especialmente para organizaciones que tienen cargas de trabajo impredecibles o variables. D. AWS utiliza economías de escala para reducir continuamente los precios: AWS opera a gran escala y, como resultado, puede ofrecer recursos informáticos a precios más bajos que los centros de datos locales. Además, AWS reduce periódicamente los precios de sus servicios a medida que gana más clientes y logra mayores economías de escala.",https://docs.aws.amazon.com/whitepapers/latest/aws-overview/six-advantages-of-cloud-computing.html
139,¿Qué servicio de AWS monitorea las cuentas de AWS en busca de amenazas a la seguridad?,"A. Amazon GuardDuty.
B. Administrador de secretos de AWS.
C. Amazon Cognito.
D. AWS Certificate Manager (ACM).",A. Amazon GuardDuty.,"Amazon GuardDuty es el servicio de AWS que monitorea las cuentas de AWS en busca de amenazas a la seguridad. Analiza continuamente registros y datos de tráfico de red para detectar actividad maliciosa, comportamiento no autorizado y posibles riesgos de seguridad. GuardDuty utiliza el aprendizaje automático y la inteligencia sobre amenazas para identificar amenazas como el compromiso de cuentas, la filtración de datos y la actividad sospechosa de API. Cuando detecta un problema de seguridad, genera hallazgos y envía alertas para ayudar a los usuarios a tomar las medidas adecuadas para remediar la amenaza.",https://aws.amazon.com/guardduty/
140,¿Qué beneficio se incluye con un plan de AWS Enterprise Support?,"A. Soporte de AWS Partner Network (APN) sin costo.
B. Soporte designado por un administrador de cuentas técnicas (TAM) de AWS.
C. Soporte in situ por parte de ingenieros de AWS.
D. Cumplimiento administrado por AWS como código con AWS Config.",B. Soporte designado por un administrador de cuentas técnicas (TAM) de AWS.,"\Con un plan de AWS Enterprise Support, uno de los beneficios es la disponibilidad de un administrador de cuentas técnicas (TAM) de AWS designado. El TAM actúa como un único punto de contacto y brinda orientación y asistencia personalizadas para ayudar al cliente a optimizar su entorno de AWS, resolver problemas técnicos y lograr sus objetivos comerciales. El TAM trabaja en estrecha colaboración con el cliente para comprender sus necesidades específicas y brinda soporte proactivo, orientación arquitectónica y recomendaciones de mejores prácticas.",https://www.examtopics.com/exams/amazon/aws-certified-cloud-practitioner/view/15/
141,¿Qué tarea realiza AWS automáticamente?,"A. Cifre los datos almacenados en Amazon DynamoDB.
B. Parchear instancias de Amazon EC2.
C. Cifrar el tráfico de red del usuario.
D. Crear certificados TLS para los sitios web de los usuarios.",A. Cifre los datos almacenados en Amazon DynamoDB.,"Todos los datos de usuario almacenados en Amazon DynamoDB están completamente cifrados en reposo. El cifrado en reposo de DynamoDB proporciona seguridad mejorada al cifrar todos sus datos en reposo mediante claves de cifrado almacenadas en AWS Key Management Service (AWS KMS). Esta funcionalidad ayuda a reducir la carga operativa y la complejidad que implica la protección de datos confidenciales. Con el cifrado en reposo, puede crear aplicaciones sensibles a la seguridad que cumplan estrictos requisitos normativos y de cumplimiento de cifrado.",https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/EncryptionAtRest.html
142,"¿Qué servicio o herramienta de AWS puede utilizar una empresa para visualizar, comprender y administrar el gasto y el uso de AWS a lo largo del tiempo?","A. AWS Trusted Advisor.
B. Amazon CloudWatch.
C. AWS Cost Explorer.
D. AWS Budgets.",C. AWS Cost Explorer.,"AWS Cost Explorer tiene una interfaz fácil de usar que le permite visualizar, comprender y administrar sus costos y uso de AWS a lo largo del tiempo. Comience rápidamente creando informes personalizados que analicen datos de costos y uso. Analice sus datos a un alto nivel (por ejemplo, costos totales y uso en todas las cuentas) o profundice en sus datos de costos y uso para identificar tendencias, identificar factores de costos y detectar anomalías.",https://aws.amazon.com/aws-cost-management/aws-cost-explorer/
143,"Una empresa quiere implementar algunos de sus recursos en la nube de AWS. Para cumplir con los requisitos reglamentarios, los datos deben permanecer locales y en las instalaciones. Debe haber una baja latencia entre AWS y los recursos de la empresa. ¿Qué servicio o característica de AWS se puede utilizar para cumplir con estos requisitos?","A. Zonas locales de AWS.
B. Zonas de disponibilidad.
C. Puestos avanzados de AWS.
D. Zonas de longitud de onda de AWS.",A. Zonas locales de AWS.,"La pregunta dice ""implementar aplicaciones"". Caso de uso de AWS Local Zone: ejecute aplicaciones de baja latencia en el borde. Cree e implemente aplicaciones cerca de los usuarios finales para permitir juegos en tiempo real, transmisión en vivo, realidad virtual y aumentada (AR/VR), estaciones de trabajo virtuales y más. Simplifique las migraciones a la nube híbrida. Migre sus aplicaciones a una zona local de AWS cercana y al mismo tiempo cumpla con los requisitos de baja latencia de la implementación híbrida.",https://aws.amazon.com/about-aws/global-infrastructure/localzones/
144,Una empresa requiere un entorno aislado dentro de AWS por motivos de seguridad. ¿Qué medidas se pueden tomar para lograrlo?,"A. Cree una zona de disponibilidad independiente para alojar los recursos.
B. Cree una VPC independiente para alojar los recursos.
C. Crear un grupo de ubicación para alojar los recursos.
D. Crear una conexión AWS Direct Connect entre la empresa y AWS.",B. Cree una VPC independiente para alojar los recursos.,"Para crear un entorno aislado dentro de AWS por motivos de seguridad, la empresa puede crear una nube privada virtual (VPC) separada. Una VPC es una sección lógicamente aislada de la nube de AWS donde la empresa puede lanzar recursos de AWS en una red virtual dedicada a su cuenta. Al crear una VPC separada, la empresa puede controlar la configuración de red, los rangos de direcciones IP, las subredes, las tablas de rutas y las configuraciones de seguridad específicas de su entorno aislado.",https://docs.aws.amazon.com/AWSEC2/latest/WindowsGuide/infrastructure-security.html
145,¿Qué servicio de AWS es un servicio web DNS escalable y de alta disponibilidad?,"A. Amazon VPC.
B. Amazon CloudFront.
C. Ruta Amazónica 53.
D. Conexión de Amazon.",C. Ruta Amazónica 53.,"Amazon Route 53 es un servicio web de sistema de nombres de dominio (DNS) escalable y de alta disponibilidad proporcionado por AWS. Está diseñado para dirigir a los usuarios finales a aplicaciones de Internet traduciendo nombres de dominio en direcciones IP. Route 53 proporciona registro de dominio, enrutamiento de DNS y verificación del estado de recursos confiables y rentables dentro o fuera de AWS.",https://aws.amazon.com/route53/
146,¿Cuál de las siguientes es una práctica recomendada de AWS para administrar un usuario raíz de una cuenta de AWS?,"A. Guarde la contraseña del usuario root con el equipo de seguridad.
B. Habilite la autenticación multifactor (MFA) para el usuario raíz.
C. Cree una clave de acceso para el usuario root.
D. Mantenga la contraseña del usuario raíz coherente para fines de cumplimiento.",B. Habilite la autenticación multifactor (MFA) para el usuario raíz.,"Proteja sus credenciales de usuario raíz configurando MFA para sus credenciales de usuario raíz. No recomendamos generar claves de acceso para su usuario root, porque permiten acceso completo a todos sus recursos.",https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html
147,Una empresa quiere mejorar su postura de seguridad y auditoría limitando el acceso entrante a Amazon EC2. ¿Qué debería utilizar la empresa para acceder a las instancias de forma remota en lugar de abrir puertos SSH entrantes y administrar claves SSH?,"A. Pares de claves EC2.
B. Administrador de sesiones de AWS Systems Manager.
C. Gestión de acceso e identidad de AWS (IAM).
D. ACL de red.",B. Administrador de sesiones de AWS Systems Manager.,"AWS Systems Manager Session Manager es un nuevo shell interactivo y CLI que ayuda a proporcionar una administración de instancias EC2 de Windows y Linux auditada, segura y con acceso controlado. Session Manager elimina la necesidad de abrir puertos de entrada, administrar claves SSH o utilizar hosts bastión.",https://docs.aws.amazon.com/systems-manager/latest/userguide/session-manager.html
148,"Después de seleccionar una reserva de host dedicado de Amazon EC2, ¿qué opción de precio ofrecería el mayor descuento?","A. Sin pago por adelantado.
B. Pago por hora a la carta.
C. Pago inicial parcial.
D. Todo pago por adelantado.",D. Todo pago por adelantado.,"puede elegir entre tres opciones de pago al comprar una instancia reservada estándar o convertible. Con la opción Todo por adelantado, usted paga el plazo completo de la Instancia reservada con un pago por adelantado. Esta opción le ofrece el mayor descuento en comparación con el precio de las instancias bajo demanda.",https://aws.amazon.com/ec2/pricing/reserved-instances/pricing/
149,Una empresa ha perfeccionado su carga de trabajo para utilizar servicios específicos de AWS para mejorar la eficiencia y reducir los costos. ¿Qué mejores prácticas para la gestión de costos muestra este ejemplo?,"A. Controles de recursos.
B. Asignación de costos.
C. Optimización de la arquitectura.
D. Aplicación del etiquetado.",B. Asignación de costos.,"Estos servicios eliminan la necesidad de administrar un recurso y brindan la función de ejecución de código, servicios de cola y entrega de mensajes. El otro beneficio es que escalan en rendimiento y costos de acuerdo con el uso, lo que permite una asignación y atribución de costos eficiente.",https://d1.awsstatic.com/whitepapers/architecture/AWS-Cost-Optimization-Pillar.pdf
150,"A una empresa le gustaría alojar sus bases de datos MySQL en AWS y mantener control total sobre el sistema operativo, la instalación y la configuración de la base de datos. ¿Qué servicio de AWS debería utilizar la empresa para alojar las bases de datos?","A. Amazon RDS.
B. Amazon EC2.
C. Amazon DynamoDB.
D. Aurora amazónica.",B. Amazon EC2.,"-Al alojar una base de datos MySQL en una instancia EC2, podrá elegir los componentes básicos subyacentes, como el sistema operativo, la configuración de almacenamiento y la configuración de la base de datos, lo que le brindará control total y flexibilidad sobre su base de datos MySQL y superará las limitaciones de Amazon RDS. y al mismo tiempo aprovechar todas las ventajas de la plataforma y los servicios de la nube de AWS.",https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html
151,¿Cómo ofrece la infraestructura global de AWS alta disponibilidad y tolerancia a fallas a sus usuarios?,"A. La infraestructura de AWS se compone de varias regiones de AWS dentro de varias zonas de disponibilidad ubicadas en áreas con bajo riesgo de inundaciones y que están interconectadas con redes de baja latencia y suministros de energía redundantes.
B. La infraestructura de AWS consta de subredes que contienen varias zonas de disponibilidad con múltiples centros de datos ubicados en la misma ubicación geográfica.
C. AWS permite a los usuarios elegir regiones y centros de datos de AWS para que puedan seleccionar los centros de datos más cercanos en diferentes regiones.
D. La infraestructura de AWS consta de regiones de AWS aisladas con zonas de disponibilidad independientes que están conectadas con redes de baja latencia y fuentes de alimentación redundantes.",D. La infraestructura de AWS consta de regiones de AWS aisladas con zonas de disponibilidad independientes que están conectadas con redes de baja latencia y fuentes de alimentación redundantes.,"AWS logra alta disponibilidad y tolerancia a fallas para sus usuarios al construir su infraestructura sobre regiones de AWS independientes, que se componen de zonas de disponibilidad separadas. Cada zona de disponibilidad está físicamente aislada y ubicada en una ubicación geográfica separada con energía, redes y conectividad redundantes a otras zonas dentro de la misma región. Este aislamiento y redundancia garantizan que incluso si una zona de disponibilidad falla, otras zonas dentro de la misma región continúan funcionando normalmente.",https://www.examtopics.com/exams/amazon/aws-certified-cloud-practitioner/view/16/
152,Una empresa utiliza Amazon EC2 Auto Scaling para escalar sus instancias de Amazon EC2. ¿Qué beneficio de la nube de AWS ilustra este ejemplo?,"A. Alta disponibilidad.
B. Elasticidad.
C. Confiabilidad.
D. Alcance mundial.",A. Alta disponibilidad.,Amazon EC2 Auto Scaling reemplazará automáticamente las instancias en mal estado o inalcanzables para mantener una mayor disponibilidad de sus aplicaciones.,https://aws.amazon.com/ec2/autoscaling/features/
153,¿Qué servicio o característica de AWS se utiliza para enviar mensajes de texto y de correo electrónico desde aplicaciones distribuidas?,"A. Servicio de notificación simple de Amazon (Amazon SNS).
B. Servicio de correo electrónico simple de Amazon (Amazon SES).
C. Alertas de Amazon CloudWatch.
D. Servicio de cola simple de Amazon (Amazon SQS).",D. Servicio de cola simple de Amazon (Amazon SQS).,"Amazon SQS es un servicio de cola de mensajes utilizado por aplicaciones distribuidas para intercambiar mensajes a través de un modelo de sondeo y se puede utilizar para desacoplar componentes de envío y recepción, sin necesidad de que cada componente esté disponible simultáneamente.",https://docs.aws.amazon.com/sns/latest/dg/sns-sqs-as-subscriber.html
154,Un usuario puede configurar una cuenta de pagador maestro para ver informes de facturación consolidados a través de:,"A. AWS Budgets.
B. Amazon Macie.
C. Amazon QuickSight.
D. Organizaciones AWS.",D. Organizaciones AWS.,Puede realizar un seguimiento de los cargos en varias cuentas y descargar los datos combinados de costos y uso.,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/consolidated-billing.html
155,"Según el modelo de responsabilidad compartida de AWS, ¿qué tarea es responsabilidad del cliente?","A. Mantener la infraestructura necesaria para ejecutar AWS Lambda.
B. Actualización del sistema operativo de instancias de Amazon DynamoDB.
C. Mantenimiento de la infraestructura de Amazon S3.
D. Actualización del sistema operativo invitado en instancias Amazon EC2.",D. Actualización del sistema operativo invitado en instancias Amazon EC2.,"Según el modelo de responsabilidad compartida de AWS, la actualización del sistema operativo invitado en una instancia Amazon EC2 es responsabilidad del cliente. Por lo tanto, la respuesta correcta es D. AWS es responsable de la seguridad de la infraestructura de la nube, incluida la seguridad física de los centros de datos, la seguridad del hipervisor y la seguridad de la infraestructura de redes y almacenamiento. Sin embargo, el cliente es responsable de la seguridad de sus propias aplicaciones y datos, incluido el sistema operativo invitado y cualquier aplicación que se ejecute en él. Otras tareas que son responsabilidad del cliente incluyen asegurar el acceso a los servicios y recursos de AWS, configurar grupos de seguridad de red y firewalls, administrar el acceso y los permisos de los usuarios e implementar controles de seguridad en la capa de aplicación. El mantenimiento de los servicios de AWS, como AWS Lambda, Amazon DynamoDB y Amazon S3, es responsabilidad de AWS, no del cliente.","https://aws.amazon.com/compliance/shared-responsibility-model/#:~:text=Customers%20are%20responsible%20for%20managing,also%20extends%20to%20IT%20controls"
156,Una empresa quiere migrar rápidamente un pequeño sitio web y una base de datos desde la infraestructura local a la nube de AWS. La empresa tiene conocimientos operativos limitados para realizar la migración. ¿Qué servicio de AWS admite este caso de uso?,"A. Amazon EC2.
B. Vela de luz de Amazon.
C. Amazon S3.
D. AWS Lambda.",B. Vela de luz de Amazon.,"Las instancias de Lightsail están diseñadas específicamente por AWS para servidores web, entornos de desarrollador y casos de uso de bases de datos pequeñas.",https://lightsail.aws.amazon.com/ls/docs/en_us/articles/amazon-lightsail-frequency-asked-questions-faq
157,Una empresa está trasladando varias aplicaciones a una única cuenta de AWS. La empresa quiere monitorear los costos de la nube de AWS incurridos por cada aplicación. ¿Qué puede hacer la empresa para cumplir con este requisito?,"A. Configurar la facturación facturada.
B. Utilice AWS Artifact.
C. Establecer presupuestos en Cost Explorer.
D. Crear etiquetas de asignación de costos.",D. Crear etiquetas de asignación de costos.,Tampoco es posible crear presupuestos personalizados directamente desde AWS Cost Explorer.,"https://www.cloudzero.com/blog/aws-budgets-vs-cost-explorer#:~:text=AWS%20cost%20tool.-,What%20Are%20The%20Differences%20Between%20AWS%20Budgets%20And %20Cost%20Explorer,costos%20y%20pronóstico%20gasto%20futuro."
158,¿Qué principio de diseño se logra siguiendo el pilar de confiabilidad del marco de buena arquitectura de AWS?,"A. Escalado vertical.
B. Recuperación manual de fallas.
C. Procedimientos de recuperación de pruebas.
D. Cambiar la infraestructura manualmente.",C. Procedimientos de recuperación de pruebas.,"El pilar de confiabilidad se centra en garantizar que una carga de trabajo funcione de manera continua y confiable, incluso ante fallas. Enfatiza la implementación de mecanismos para recuperarse automáticamente de fallas, como el uso de redundancia, tolerancia a fallas y procesos automatizados de copia de seguridad y restauración. Como parte de este pilar, es importante probar los procedimientos de recuperación periódicamente para validar su eficacia y garantizar que funcionen como se espera durante escenarios de falla reales. Al realizar pruebas y simulaciones periódicas, las organizaciones pueden identificar y abordar cualquier problema o brecha en sus procedimientos de recuperación, mejorando la confiabilidad general de su carga de trabajo.",https://aws.amazon.com/blogs/apn/the-5-pillars-of-the-aws-well-architected-framework/
159,Un usuario necesita implementar rápidamente una base de datos no relacional en AWS. El usuario no desea gestionar el hardware subyacente ni el software de la base de datos. ¿Qué servicio de AWS se puede utilizar para lograr esto?,"A. Amazon RDS.
B. Amazon DynamoDB.
C. Aurora amazónica.
D. Desplazamiento al Amazon Redshift.",B. Amazon DynamoDB.,"Amazon DynamoDB es un servicio de base de datos NoSQL totalmente administrado proporcionado por AWS. Permite a los usuarios almacenar y recuperar cualquier cantidad de datos y sirve como base de datos de documentos y valores clave. DynamoDB se encarga de la gestión de la infraestructura, incluido el aprovisionamiento de hardware, la configuración de la base de datos, el escalado y la aplicación de parches, lo que permite a los usuarios centrarse en el desarrollo de sus aplicaciones.",https://aws.amazon.com/dynamodb/features/
160,¿Qué tarea es responsabilidad de AWS cuando se ejecuta una carga de trabajo en Amazon RDS?,"A. Crear la tabla de la base de datos.
B. Actualización del esquema de la base de datos.
C. Instalación del motor de base de datos.
D. Eliminación de los registros de la base de datos.",C. Instalación del motor de base de datos.,"Amazon RDS se encarga de la infraestructura subyacente y administra la instalación, configuración y aplicación de parches del motor de base de datos. Los usuarios pueden concentrarse en administrar sus bases de datos, incluida la creación de tablas, actualizar el esquema y administrar los datos, mientras AWS se encarga de la administración del motor de la base de datos.",https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html
161,Un equipo de desarrollo quiere publicar y administrar servicios web que proporcionen API REST. ¿Qué servicio de AWS cumplirá con este requisito?,"A. Malla de aplicaciones de AWS.
B. Puerta de enlace API de Amazon.
C. Amazon CloudFront.
D. Mapa de la nube de AWS.",B. Puerta de enlace API de Amazon.,"Amazon API Gateway es un servicio totalmente administrado que facilita a los desarrolladores la creación, publicación, mantenimiento, monitoreo y protección de API a cualquier escala. Las API actúan como la ""puerta de entrada"" para que las aplicaciones accedan a datos, lógica empresarial o funcionalidad desde sus servicios backend. Con API Gateway, puede crear API RESTful y API WebSocket que permiten aplicaciones de comunicación bidireccional en tiempo real. API Gateway admite cargas de trabajo en contenedores y sin servidor, así como aplicaciones web.",https://aws.amazon.com/api-gateway/
162,Una empresa tiene una plataforma de redes sociales en la que los usuarios suben y comparten fotos con otros usuarios. La empresa quiere identificar y eliminar fotografías inapropiadas. La empresa no tiene científicos en aprendizaje automático (ML) y debe desarrollar esta capacidad de detección sin experiencia en ML. ¿Qué servicio de AWS debería utilizar la empresa para desarrollar esta capacidad?,"A. Amazon SageMaker.
B. Extracto de Amazon.
C. Reconocimiento de Amazon.
D. Amazon comprende.",C. Reconocimiento de Amazon.,Detecte contenido inapropiado. Identifique de forma rápida y precisa contenido inseguro o inapropiado en activos de imágenes y videos según estándares y prácticas generales o específicos de la empresa.,https://aws.amazon.com/rekognition/
163,¿Qué responsabilidad le corresponde a AWS cuando una empresa aloja sus bases de datos en instancias Amazon EC2?,"A. Copias de seguridad de la base de datos.
B. Parches de software de base de datos.
C. Parches del sistema operativo.
D. Instalaciones del sistema operativo.",D. Instalaciones del sistema operativo.,"Cuando elige utilizar EC2 para su base de datos, primero debe aprovisionar la instancia EC2, lo que significa que utilizará una AMI que contiene el sistema operativo que luego AWS instala en el EC2. Todas las demás tareas son tu responsabilidad.",https://www.examtopics.com/exams/amazon/aws-certified-cloud-practitioner/view/17/
